k1	pc	pwkvn_gloss	indep_hits	mw_body_mention
asaMvihita	3-254-c	{#asaMvihita#}¦ <lex>Adj.</lex> {%wofür man nicht die gehörige Sorge getragen hat%} <ls>MBH. 12,130,4</ls>.	sch	
asaMyacCant	3-254-c	{#asaMyacCant#}¦ <lex>Adj.</lex> {%nicht zügelnd, — in der Gewalt habend%} <ls>MBH. 12,91,42</ls>.	sch	
asaMyamitAlakin	7-314-a	{#asaMyamitAlakin#}¦ <lex>Adj.</lex> {%mit unaufgebundenen Locken%} <ls>DAŚAK. (1883) 60,19</ls>. <ab>v. l.</ab> {#asaMskftAlakin#}.	sch	
asabrahmacArin	1-296-a	{#asabrahmacArin#}¦ <lex>m.</lex> {%kein Mitschüler%} <ls>PĀR. GṚHY. 2,11,9</ls>.	sch	
asadgati	6-297-a	{#asadgati#}¦ <lex>f.</lex> {%eine schlimme Stellung, ein schlimmes Loos%} <ls>BHĀG. P. 3,19,29</ls>.	sch	
asahacarita	1-296-b	{#asahacarita#}¦ <lex>Adj.</lex> {%kein Genoss seiend%} <ls>PARIBH. 103</ls>.	sch	
asahant	6-297-b	{#asahant#}¦ <lex>Adj.</lex> (<lex>f.</lex> {#˚ntI#}) {%nicht ertragend%} 〔100,8〕.	sch	
asahasra	6-297-b	{#asahasra#}¦ <lex>n.</lex> {%kein volles Tausend%} <ls>CHĀND. UP. 4,4,5</ls>.	sch	
asajjant	3-255-a	{#asajjant#}¦ <lex>Adj.</lex> {%nicht hängend an%} (<ab>Loc.</ab>) <ls>MBH. 12,248,19 (Bl. 112,a)</ls>.	sch	
asajjita	6-297-a	{#asajjita#}¦ <lex>Adj.</lex> {%an Nichts geheftet%} ({#Atman#}) <ls>BHĀG. P. 5,13,20</ls>.	sch	
asakASe	3-255-a	{#asakASe#}¦ <ab>Loc.</ab> {%nicht in der Nähe von%} (<ab>Gen.</ab>) <ls>MĀN. GṚHY. 2,5</ls>.	sch	
asakfdAvartin	6-297-a	{#asakfdAvartin#}¦ <lex>Adj.</lex> {%oftmals wiederkehrend%} <ls>CHĀND. UP. 5,10,8</ls>.	sch	
asamADAna	5-248-a	{#asamADAna#}¦ <lex>n.</lex> {%Unbedachtsamkeit%} <ls>CAMPAKA 460</ls>.	sch	
asamAveSa	1-296-a	{#asamAveSa#}¦ <lex>m.</lex> {%Nichtbesetzung%} <ls>MAHĀBH.</ls> in <ls>Ind. St. 13,472</ls>.	sch	
asamaSIla	4-295-c	{#asamaSIla#}¦ <lex>Adj.</lex> {%unebenbürtig%} <ls>BHĀM. V. 1,1</ls>.	sch	
asamabalatA	7-314-c	{#asamabalatA#}¦ <lex>f.</lex> {%keine gleiche Mächtigkeit%} <ls>ŚĀṄKH. BR. 26,9</ls>.	sch	
asamahAvrata	3-255-a	{#asamahAvrata#}¦ <lex>Adj.</lex> {%mit keinem%} <is>Mahāvrata</is>-{%Tage versehen%} <ls>ĀPAST. ŚR. 23,2</ls>.	sch	
asamara	2-293-a	{#asamara#}¦ <lex>Adj.</lex> {%nicht kämpfend, friedfertig%} <ls>ŚOBH. 50</ls>.	sch	
asamavaDAna	7-314-c	{#asamavaDAna#}¦ <lex>n.</lex> {%das Nichtzusammentreffen [Page7-314-d] an einem Orte, Nichtbegegnung%} <ls>JĀTAKAM. 7</ls>.	sch	
asambala	6-297-b	{#asambala#}¦ <lex>Adj.</lex> <ab>s.</ab> oben <ab n="unter">u.</ab> {#asaMvala#}.	sch	
asamiDyamAna	7-314-d	{#a/samiDyamAna#}¦ <lex>Adj.</lex> {%sich nicht entzündend%} <ls>MAITR. S. 1,6,5 (95,6)</ls>.	sch	
asamudAcAra	7-314-d	{#asamudAcAra#}¦ <lex>m.</lex> {%ungehöriges Betragen%} <ls>JĀTAKAM. 19</ls>.	sch	
asapUrva	6-297-b	{#asapUrva#}¦ <lex>Adj.</lex> (<lex>f.</lex> {#A#}) {%von den Vorfahren nicht besessen%} <ls>RĀJAT. 2,8</ls>.	sch	
asapatnezwakA	1-296-a	{#asapatnezwakA#}¦ <lex>f.</lex> = {#asapatna#} 2〉 <ls>VAITĀN.</ls>	sch	
asargabanDa	6-297-b	{#asargabanDa#}¦ <lex>Adj.</lex> {%nicht in Kapitel eingetheilt%} <ls>PRATĀPAR. 19,a,6</ls>.	sch	
asarvagocara	2-293-a	{#asarvagocara#}¦ <lex>Adj.</lex> {%nicht Allen zugänglich, für Andre verschlossen%} <ls>AK. 3,4,14,68</ls>.	sch	
asarvavizaya	6-297-b	{#asarvavizaya#}¦ <lex>Adj.</lex> {%sich nicht auf Alles beziehend, nicht allgemein%}. <ab>Nom. abstr.</ab> {#˚tva#} <lex>n.</lex> <ls><ab>Comm.</ab> zu VĀMANA 5,2</ls>. <ls n="VĀMANA 5,">27</ls>.	sch	
asatpratipakzin	6-297-a	{#asatpratipakzin#}¦ <lex>Adj.</lex> {%wogegen kein triftiger Einwand erhoben werden kann%}. <ab>Nom. abstr.</ab> {#˚kzitva#} <lex>n.</lex> <ls>Z. d. d. m. G. 7,294, N.</ls>	sch	
asatpriya	7-314-c	{#asatpriya#}¦ <lex>Adj.</lex> {%dem es an Freunden gebricht%} <ls>R. ed. Bomb. 4,43,53</ls>.	sch	
asatsaMparka	6-297-a	{#asatsaMparka#}¦ <lex>m.</lex> {%eine Berührung mit Unwürdigen, — mit Schlechten%} <ls>Spr. 7463</ls>.	sch	
asatvaram	2-293-a	{#asatvaram#}¦ <lex>Adv.</lex> {%langsam, gründlich%} <ls>BHĀG. P. 4,9,5</ls>.	sch	
asatyavacana	5-248-a	{#asatyavacana#}¦ <lex>Adj.</lex> (<lex>f.</lex> {#A#}) {%unwahr redend, lügnerisch%} <ls>MBH. 1,74,73</ls>.	sch	
asfjant	4-295-c	{#asfjant#}¦ <lex>Adj.</lex> {%nicht schaffend%} <ls>SARVAD. 121,5</ls>.	sch	
asiDAra	7-315-b	{#*asiDAra#}¦ <lex>m.</lex> {%eine <ab>best.</ab> Hölle%} <ls>MAHĀVY. 215</ls>.	sch	
asikta	6-297-b	{#asikta#}¦ <lex>Adj.</lex> {%unbegossen%} <ls>ŚĀK. 84</ls>, <ab>v. l.</ab>	sch	Y
asitAlakARqA	7-315-b	{#asitAlakARqA#}¦ (?) <ls>KAUŚ. 35,28</ls>.	sch	
askanDa	3-255-a	{#askanDa#}¦ <lex>m.</lex> {%keine Ansammlung%} <ls>VAJRACCH. 24,16</ls>.	sch	
askandamAna	6-297-b	{#askandamAna#}¦ <lex>Adj.</lex> {%nicht herausspritzend%} (<ab>intrans.</ab>) <ls>SUŚR. 1,47,9</ls>.	sch	
asmaddAtra	5-248-b	{#asma/ddAtra#}¦ <lex>Adj.</lex> {%von uns gegeben%} <ls>TS. 1,4,43,2</ls>.	sch	
asmaryamARa	6-297-c	{#asmaryamARa#}¦ <lex>Adj.</lex> {%dessen man sich nicht erinnert, vergessen%} <ls>SARVAD. 127,17</ls>. <ls n="SARVAD. 127,">19</ls>.	sch	
asoQar	5-248-b	{#asoQar#}¦ <ab>Nom. ag.</ab> {%nicht ertragend%} <ls>ŚĀŚVATA 32</ls>.	sch	
asrasta	6-297-c	{#asrasta#}¦ <lex>Adj.</lex> <ls>MBH. 4,22,80</ls> fehlerhaft für {#Asrasta#}, wie die anderen Ausgaben lesen.	sch	
astamitAvavAda	7-315-c	{#*astamitAvavAda#}¦ <lex>m.</lex> {%das Predigen nach Sonnenuntergang%} <ls>MAHĀVY. 261</ls>.	sch	
astavya	6-297-b	{#astavya#}¦ <lex>Adj.</lex> {%nicht zu loben, — verherrlichen%} <ls>MBH. 2,44,25</ls>.	sch	
asteyatA	1-296-b	{#asteyatA#}¦ <lex>f.</lex> = {#asteya#} <ls>HEMĀDRI 2,a,7,21</ls>.	sch	
astfRant	2-293-a	{#astfRant#}¦ <lex>Adj.</lex> {%nicht streuend%} <ls>ĀPAST. ŚR. 8,14,4</ls>.	sch	
astoma	1-296-b	{#astoma#}¦ <lex>m.</lex> {%kein rechter%} <is>Stoma</is> <ls>TĀṆḌYA-BR. 3,9,3</ls>.	sch	
astomaBAj	7-315-c	{#a/stomaBAj#}¦ <lex>Adj.</lex> {%am%} <is>Stoma</is> {%nicht theilhabend%} <ls>MAITR. S. 4,7,1</ls> (<ls n="MAITR. S. 4,">94,10</ls>).	sch	
astotriya	7-315-c	{#astotriya#}¦ <lex>m.</lex> {%kein%} <is>Stotriya</is> <ls>ŚĀṄKH. ŚR. 7,26,1</ls> (<ab>vgl.</ab> <ls>Nachtr.</ls>).	sch	
astraKadira	5-248-b	{#*astraKadira#}¦, <ab>vgl.</ab> {#*asraKadira#}, welches nach <ls>LEUMANN</ls> wohl richtiger ist.	sch	
astrakzatimant	6-297-b	{#astrakzatimant#}¦ <lex>Adj.</lex> {%durch Geschosse verwundet%} <ls>ŚIŚ. 19,78</ls>.	sch	
asuKada	6-297-b	{#asuKada#}¦ <lex>Adj.</lex> {%Leid bereitend, wehe thuend%} <ls>SARASVATĪK. 2,7</ls>.	sch	
asuboDa	5-248-a	{#asuboDa#}¦ <lex>Adj.</lex> {%nicht leicht zu erlernen%} <ls>ŚIŚ. 15,19</ls>.	sch	
asudarSana	1-296-b	{#asudarSana#}¦ <lex>Adj.</lex> {%nicht leicht zu erblicken%}. <ab>Nom. abstr.</ab> {#˚tA#} <lex>f.</lex> <ls>HEMĀDRI 1,333,15</ls>.	sch	
asurasaMcodana	2-293-a	{#asurasaMcodana#}¦ <lex>m.</lex> {%ein <ab>best.</ab>%} <is>Samādhi</is> <ls>KĀRAṆḌ. 52,7</ls>.	sch	
asvarga	6-297-c	{#asvarga#}¦ <lex>m.</lex> {%Verlust des Himmels, das nicht in den Himmel Gelangen%} <ls>VASIṢṬHA 1,27</ls>.	sch	
asvedin	6-297-c	{#asvedin#}¦ <lex>Adj.</lex> {%nicht schwitzend%} <ls>MBH. 8,79,56</ls>.	sch	
atAcCIlya	1-284-b	{#atAcCIlya#}¦ <lex>n.</lex> {%das Nichtgewohntsein an Etwas%} <ls>P. 3,2,79</ls>, <ab>Sch.</ab>	sch	
atAntava	2-287-a	{#atAntava#}¦ <lex>Adj.</lex> {%nicht gewebt%}.	sch	
atApaBft	1-284-b	{#atApaBft#}¦ <lex>Adj.</lex> {%keine Glut in sich bergend%} <ls>NAIṢ. 4,78</ls>.	sch	
atArya	2-287-a	{#atArya#}¦ <lex>Adj.</lex> {%nicht zu überwinden, mit dem man nicht fertig werden kann%}.	sch	
atAtparyavid	2-287-a	{#atAtparyavid#}¦ <lex>Adj.</lex> {%die beabsichtigte, wahre Bedeutung einer Rede nicht kennend%} <ls>KATHĀS. 62,212</ls>.	sch	
atAttvika	2-287-a	{#atAttvika#}¦ <lex>Adj.</lex> {%nicht wirklich, — real%}. <ab>Nom. abstr.</ab> {#˚tva#} <lex>n.</lex>	sch	
atUpara	4-291-c	{#atUpara#}¦ <lex>Adj.</lex> {%gehörnt%} <ls>ĀPAST. ŚR. 10,29,5</ls>.	sch	
ataTAkaraRa	4-291-b	{#ataTAkaraRa#}¦ <lex>n.</lex> {%das nicht so Verfahren%} <ls><ab>Comm.</ab> zu ĀPAST. ŚR. 11,21,8</ls>.	sch	
atacCabda	1-284-b	{#atacCabda#}¦ <lex>m.</lex> {%kein vedischer Beleg dafür%} <ls>BĀDAR. 1,3,3</ls>.	sch	
atacCruti	1-284-b	{#atacCruti#}¦ <lex>f.</lex> <ab>dass.</ab> <ls>BĀDAR. 2,3,21</ls>.	sch	
atadAtman	2-287-a	{#atadAtman#}¦ <lex>Adj.</lex> {%nicht identisch dem Wesen nach%} <ls>SARVAD. 155,9</ls>.	sch	
atadBAva	1-284-b	{#atadBAva#}¦ <lex>m.</lex> {%das Nichtdassein, Anderswerden%} <ls>BĀDAR. 3,4,40</ls>.	sch	
atadarhamARa	7-292-d	{#atadarhamARa#}¦ <lex>Adj.</lex> (<lex>f.</lex> {#A#}) {%dieses nicht verdienend%} <ls>MBH. 2,67,54</ls>.	sch	
atadrUpa	1-284-b	{#atadrUpa#}¦ <lex>Adj.</lex> {%nicht wie es sein sollte, verkehrt%} <ls>BĀDAR. 3,4,40</ls>.	sch	
atadvIryavidvaMs	5-241-a	{#atadvIryavidvaMs#}¦ <lex>Adj.</lex> {%dessen Mannheit nicht kennend%} <ls>BHĀG. P. 6,17,10</ls>.	sch	
atadvid	1-284-b	{#atadvid#}¦ <lex>Adj.</lex> {%dieses nicht verstehend%} <ls>BHĀG. P. 4,9,4</ls>.	sch	
atajjAtIya	2-287-a	{#atajjAtIya#} und {#˚ka#}¦ <lex>Adj.</lex> {%nicht von derselben Art%}.	sch	
atantrita	1-284-b	{#atantrita#}¦ <lex>Adj.</lex> 1〉 {%durch Nichts gebunden, sich vollkommen frei fühlend%} <ab>Cit.</ab> im <ls><ab>Comm.</ab> zu GOBH. 1,5,26 (S. 214)</ls>. — 2〉 häufig fehlerhäft für {#atandrita#}.	sch	
atantumant	2-287-a	{#atantumant#}¦ <lex>Adj.</lex> {%nicht fadenziehend%} (Milch).	sch	
atanubala	1-284-b	{#atanubala#}¦ <lex>Adj.</lex> (<lex>f.</lex> {#A#}) {%stark%} <ls>MUDRĀR. 157,1 (231,5)</ls>.	sch	
atarapaRya	7-292-d	{#atarapaRya#}¦ {%kein Lohn für eine Fracht zu Wasser%} <ls>DIVYĀVAD. 4,12</ls>. <ls n="DIVYĀVAD.">501,24</ls>.	sch	
atarkAvacara	1-284-b	{#atarkAvacara#}¦ <lex>Adj.</lex> {%sich nicht in spitzfindigen Erwägungen bewegend%} <ls>Lot. de la b. l. 353</ls>.	sch	
atarkaRIya	7-292-d	{#atarkaRIya#}¦ <lex>Adj.</lex> {%auf den man es nicht abgesehen haben kann%} oder {%darf,%} so <ab>v. a.</ab> {%sicher vor%} (<ab>Gen.</ab>) <ls>JĀTAKAM. 9,1</ls>.	sch	
ataruRa	1-284-b	{#ataruRa#}¦ <lex>Adj.</lex> {%nicht jung%} <ls>P. 1,2,73</ls>.	sch	
atarucCAya	2-287-a	{#atarucCAya#}¦ <lex>Adj.</lex> (<lex>f.</lex> {#A#}) {%ohne Baumschatten%} <ls>KATHĀS. 63,9</ls>.	sch	
atarzula	2-287-a	{#atarzula#}¦ <lex>Adj.</lex> {%nicht gierig%}. {#˚m#} <lex>Adv.</lex>	sch	
atattvArTavant	7-385-a	{#atattvArTavant#}¦ <lex>Adj.</lex> {%der Wahrheit nicht entsprechend%} <ls>BHAG. 18,22</ls>.	sch	
atfptikft	2-287-c	{#*atfptikft#}¦ <lex>Adj.</lex> = {#asecana#} <ls>HĀR. 220</ls>.	sch	
atfzyamARa	7-294-d	{#atfzyamARa#}¦ <lex>Adj.</lex> {%nicht gierig%} <ls>JĀTAKAM. 7</ls>.	sch	
atiBAravant	1-284-c	{#atiBAravant#}¦ <lex>Adj.</lex> {%schwer belastet%} <ls>NAIṢ. 5,88</ls>.	sch	
atiBIta	1-284-c	{#atiBIta#}¦ <lex>Adj.</lex> {%sehr furchtsam%} <ls>KĀLAC. 3,142</ls>.	sch	
atiBakti	1-284-c	{#atiBakti#}¦ <lex>f.</lex> {%grosse aus Glauben entspringende Liebe%} <ls>HEMĀDRI 1,578,9</ls>. <ls n="HEMĀDRI 1,">613,13</ls>.	sch	
atiBara	3-248-a	{#atiBara#}¦ <lex>m.</lex> {%eine schwere Last%} <ls>ŚIŚ. 2,103</ls>.	sch	
atiBarita	3-248-a	{#˚atiBarita#}¦ <lex>Adj.</lex> {%voll von%}.	sch	
atiBavAnIvallaBam	6-293-b	{#atiBavAnIvallaBam#}¦ <lex>Adv.</lex> {%über%} <is>Śiva</is> {%hinaus%} <ls>BĀLAR. 81,16</ls>.	sch	
atiBayAnaka	1-284-c	{#atiBayAnaka#}¦ <lex>Adj.</lex> {%gar fürchterlich%} <ls>BHĀG. P. 5,9,19</ls>.	sch	
atiBaya	5-241-b	{#atiBaya#}¦ auch {%grosse Furcht%} <ls>GĪT. 3,3</ls>.	sch	
atiBayaMkaram	4-291-b	{#atiBayaMkaram#}¦ <lex>Adv.</lex> {%über die Maassen fürchterlich%} <ls>MBH. 1,19,7</ls>.	sch	
atiBft	3-248-a	{#atiBft#}¦ <lex>Adj.</lex> {%schwer tragend%} <ls>KIR. 5,20</ls>.	sch	
atiBogin	3-248-a	{#atiBogin#}¦ <lex>Adj.</lex> in {#nAtiBogin#}.	sch	
atiBukta	7-385-a	{#atiBukta#}¦ <lex>n.</lex> <ab>impers.</ab> {%zu viel gegessen%} <ls>MBH. 17,2,25</ls>.	sch	
atiDUma	1-284-c	{#atiDUma#}¦ <lex>Adj.</lex> {%starken Rauch gebend%} <ls>VARĀH. YOGAY. 8,9</ls>.	sch	
atiDanin	3-248-a	{#atiDanin#}¦ <lex>Adj.</lex> {%sehr reich%} <ls>MBH. 3,99,12</ls>.	sch	
atiGana	7-293-a	{#atiGana#}¦ I. Auch {%sehr dick%} <ls>DAŚAK. 2,11</ls>.	sch	
atiGasmara	2-287-b	{#atiGasmara#}¦ <lex>Adj.</lex> {%sehr gefrässig%} <ls>BĀLAR. 222,15</ls>.	sch	
atiKAdin	3-247-c	{#atiKAdin#}¦ <lex>Adj.</lex> {%viel essend%} <ls>MBH. 12,87,19</ls>.	sch	
atiSAdvala	6-293-b	{#atiSAdvala#}¦ <lex>n.</lex> {%ein schöner Grasplatz%} <ls>BHĀG. P. 10,18,5</ls>.	sch	
atiSIGra	1-285-b	{#atiSIGra#}¦, {#˚m#} <lex>Adv.</lex> <ls>SAṂHITOPAN. 9,1</ls>.	pwg	
atiSaNkitavya	6-293-b	{#atiSaNkitavya#}¦ <lex>Adj.</lex> {%in falschem Verdacht zu haben wegen%} (<ab>Loc.</ab>) <ls>R. 2,22,30</ls>.	sch	
atiSaWa	6-293-b	{#atiSaWa#}¦ <lex>Adj.</lex> {%überaus falsch, — hinterlistig, — boshaft%} <ls>MBH. 13,33,11</ls>. <ls>Spr. 4258</ls>.	sch	
atiSastrakopa	6-293-b	{#atiSastrakopa#}¦ <lex>m.</lex> {%heftiges Wüthen des Schwertes, — des Krieges%} <ls>VARĀH. BṚH. S. 5,26</ls>.	sch	
atiSayavant	1-285-a	{#atiSayavant#}¦ <lex>Adj.</lex> {%übermässig%} <ls>DAŚAK. 85,17</ls>.	sch	
atiSayitatva	6-293-b	{#atiSayitatva#}¦ <lex>n.</lex> {%Ungewöhnlichkeit, Ausserordentlichkeit%} <ls>Spr. 1685, N.</ls>	sch	
atiSfta	1-285-b	{#a/tiSfta#}¦ <lex>Adj.</lex> {%zu stark gekocht%} <ls>MAITR. S. 1,8,2</ls>.	sch	
atiSlAGya	3-248-b	{#atiSlAGya#}¦ <lex>Adj.</lex> {%überaus rühmlich%} <ls>VṚṢABH. 76</ls>.	sch	
atiSlizwa	6-293-b	{#atiSlizwa#}¦ <lex>Adj.</lex> {%fest verbunden, — haftend, — anhaftend%} <ls>ŚĀK. (CH.) 62,1</ls>. <ls>DAŚAK. 73,6</ls>.	sch	
atiSoBAkara	6-293-b	{#atiSoBAkara#}¦ <lex>Adj.</lex> {%grossen Schmuck verleihend%} <ls>MBH. 8,34,46</ls>.	sch	
atiSozin	6-293-b	{#atiSozin#}¦ <lex>Adj.</lex> {%stark austrocknend, — ausdörrend%} <ls>SUŚR. 2,551,20</ls>.	sch	
atiSrAnta	3-248-b	{#atiSrAnta#}¦ <lex>Adj.</lex> {%sehr ermüdet%} <ls>VP. 4,2,6</ls>.	sch	
atiSri	7-294-b	{#atiSri#}¦ <lex>Adj.</lex> {%die%} <is>Śrī</is> {%übertreffend%} <ls>Festgr. 19</ls>.	sch	
atiSuBra	1-285-b	{#atiSuBra#}¦ <lex>Adj.</lex> {%überaus weiss%} <ls>HEMĀDRI 1,725,19</ls>.	sch	
atiSvAsa	1-285-b	{#atiSvAsa#}¦ <lex>m.</lex> {%Kurzathmigkeit%} <ls>AGNI-P. 31,20</ls>.	sch	
atiTI	1-284-c	{#atiTI#}¦ <lex>Adv.</lex> 1〉 mit {#kar#} a〉 {%Etwas%} (<ab>Acc.</ab>) {%einem Gaste gewähren%} <ls>NAIṢ. 5,23</ls>. — b〉 {%Etwas%} (<ab>Acc.</ab>) {%gelangen lassen in%} (<ab>Loc.</ab>) <ls>NAIṢ. 1,134</ls>. {#Sruterati	sch	
atiTivratin	6-293-a	{#atiTivratin#}¦ <lex>Adj.</lex> {%Gastfreundschaft übend%} <ls>MBH. 3,260,4</ls>.	sch	
atibIBatsita	4-291-b	{#atibIBatsita#}¦ <lex>Adj.</lex> {%sehr widerlich, — eklig%} <ls>BHĀG. P. ed. Bomb. 5,26,22</ls>.	sch	
atibalAtkfta	4-291-b	{#atibalAtkfta#}¦ <lex>Adj.</lex> {%stark mitgenommen%} <ls>MBH. 13,268</ls>. <ab>v. l.</ab> {#˚lAtkzataH#}.	sch	
atibalIyaMs	4-291-b	{#atibalIyaMs#}¦ <lex>Adj.</lex> {%viel mächtiger%} <ls>KATHĀS. 15,11</ls>.	sch	
atibalavant	7-385-a	{#atibalavant#}¦ <lex>Adj.</lex> {%überaus mächtig%} <ls>MBH. 1,74,79</ls>.	sch	
atibanDura	4-291-b	{#atibanDura#}¦ <lex>Adj.</lex> dem Sinne nach etwa {%stark betäubend%} <ls>MBH. 7,10,17</ls>.	sch	
aticCedya	2-287-b	{#aticCedya#}¦ <lex>Adj.</lex> {%zu stark zu verwunden%} <ls>MBH. 12,96,15</ls>.	sch	
aticaRqikA	1-284-b	{#aticaRqikA#}¦ <lex>f.</lex> = {#aticaRqA#} <ls>HEMĀDRI 2,a,85,5</ls>.	sch	
aticapala	2-287-b	{#aticapala#}¦ <lex>Adj.</lex> {%sehr —, zu beweglich%}.	sch	
aticatura	3-247-c	{#aticatura#}¦ (<lex>f.</lex> {#A#}) auch {%überaus geschickt%} oder {%gescheidt%} <ls>CAURAP. (A.) 4</ls>.	sch	
aticikkaRa	2-287-b	{#aticikkaRa#}¦ <lex>Adj.</lex> (<lex>f.</lex> {#A#}) {%sehr schlüpfrig%} <ls><ab>Comm.</ab> zu KĀTY. ŚR. 26,1,4</ls>.	sch	
aticitram	2-287-b	{#aticitram#}¦ <lex>Adv.</lex> {%auf sehr mannichfache Weise%} <ls>DAŚAK. (1925) 2,104,15</ls>.	sch	
atidIpti	7-293-b	{#atidIpti#}¦, so zu lesen <ab>st.</ab> {#ayidIpti#}.	sch	
atidUravartin	3-247-c	{#atidUravartin#}¦ <lex>Adj.</lex> {%weit hinausgehend über%} (<ab>Gen.</ab>) <ls>ŚĀK. CH. 146,8</ls>.	sch	
atidUzita	1-284-c	{#atidUzita#}¦ <lex>Adj.</lex> {%sehr gemissbilligt%} <ls>BṚHASP.</ls> im <ls><ab>Comm.</ab> zu ĀPAST. 2,27,3</ls>.	sch	
atidaSaraTam	6-293-a	{#atidaSaraTam#}¦ <lex>Adv.</lex> {%über%} <is>Daśaratha</is> {%hinaus%} <ls>BĀLAR. 79,9</ls>.	sch	
atidahanAtmaka	3-247-c	{#atidahanAtmaka#}¦ <lex>Adj.</lex> {%von zu brennender Natur%} <ls>PAÑCAT. 190,3</ls>.	sch	
atidarpita	2-287-b	{#atidarpita#}¦ <lex>Adj.</lex> {%worauf man sehr stolz ist, — stark pocht%} <ls>MṚCCH. 77,2</ls>.	sch	
atidilIpam	6-293-a	{#atidilIpam#}¦ <lex>Adv.</lex> {%über%} <is>Dilīpa</is> {%hinaus%} <ls>BĀLAR. 79,9</ls>.	sch	
atidozala	3-248-a	{#atidozala#}¦ <lex>Adj.</lex> in {#nAtidozala#}.	sch	
atidrutam	3-248-a	{#atidrutam#}¦ <lex>Adv.</lex> in {#nAtidrutam#} <ls>VIṢṆUS. 11,6</ls>.	sch	
atiduHKa	3-247-c	{#atiduHKa#}¦ <lex>n.</lex> {%ein grosses Leid%} <ls>VP. 4,2,24</ls>.	sch	
atidurbala	1-284-c	{#atidurbala#}¦, <lex>f.</lex> {#A#} <ls>HEMĀDRI 2,a,100,6</ls>.	sch	
atidurbalatA	3-247-c	{#atidurbalatA#}¦ <lex>f.</lex> {%überaus grosse Schwäche%} <ls>PAÑCAT. 224,2</ls>.	sch	
atidurgama	3-247-c	{#atidurgama#}¦ <lex>Adj.</lex> {%überaus schwer zu wandeln%} <ls>ŚIŚ. 1,32</ls>.	sch	
atidurjana	2-287-b	{#atidurjana#}¦ <lex>m.</lex> {%ein grosser Bösewicht%} <ls>UTTARAR. 3,1</ls>.	sch	
atidurlalita	3-247-c	{#atidurlalita#}¦ <lex>n.</lex> {%grosse Unart%}. <ab>Pl.</ab> {%sehr dumme Streiche%} <ls>HARIV. 8539</ls>.	sch	
atidurmanas	3-247-c	{#atidurmanas#}¦ <lex>Adj.</lex> {%sehr betrübt%} <ls>KATHĀS. 71,227</ls>.	sch	
atidurnaya	1-284-c	{#atidurnaya#}¦ <lex>m.</lex> {%eine grosse Gemeinheit%} <ls>NAIṢ. 4,91</ls>.	sch	
atidurnyasta	7-293-b	{#atidurnyasta#}¦ <lex>Adj.</lex> {%sehr schwankend in seinen Ueberzeugungen%} <ls>JĀTAKAM. 10</ls>.	sch	
atidurvizaha	2-287-b	{#atidurvizaha#}¦ <lex>Adj.</lex> {%sehr schwer zu ertragen%} <ls>BHĀG. P. 5,9,18</ls>.	sch	
atidurvizahya	3-247-c	{#atidurvizahya#}¦ <lex>Adj.</lex> {%überaus schwer zu ertragen%} <ls>VṚṢABH. 37</ls>.	sch	
atiduzwa	3-247-c	{#atiduzwa#}¦ <lex>Adj.</lex> {%sehr böse, — schlimm%} <ls>RĀJAT. 4,121</ls>.	sch	
atigArDya	2-287-b	{#atigArDya#}¦ <lex>n.</lex> <ab>dass.</ab>	sch	
atigarDa	2-287-b	{#atigarDa#}¦ <lex>m.</lex> {%grosse Gier, — Habgier%} <ls>KATHĀS. 104,117</ls>.	sch	
atigarIyaMs	1-284-b	{#atigarIyaMs#}¦ <lex>Adj.</lex> {%zu theuer%}. {#˚yasA krI#} — {%kaufen%} <ls>DAŚAK. 59,7</ls>.	sch	
atigfdDa	2-287-b	{#atigfdDa#}¦ <lex>Adj.</lex> {%sehr habgierig%}.	sch	
atigrAhyapAtra	4-291-b	{#atigrAhyapAtra#}¦ <lex>n.</lex> {%ein zum%} <is>Atigrāhya</is> {%dienendes Gefäss%} <ls>ĀPAST. ŚR. 12,1,15</ls>.	sch	
atihArda	6-294-a	{#atihArda#}¦ <lex>n.</lex> {%grosse Zuneigung, — Liebe, — zu%} (<ab>Loc.</ab>) <ls>MĀRK. P. 72,18</ls>. <ls n="MĀRK. P.">100,24</ls>.	sch	
atihArin	6-294-a	{#atihArin#}¦ <lex>Adj.</lex> {%sehr reizend%} <ls>Spr. 4961</ls>.	sch	
atihAsya	6-294-a	{#atihAsya#}¦ <lex>n.</lex> {%heftiges Lachen%} <ls>SUŚR. 1,244,6</ls>.	sch	
atiharza	1-285-b	{#atiharza#}¦ <lex>m.</lex> {%grosse Freude%} <ls>NAIṢ. 6,53</ls>.	sch	
atiharzula	6-294-a	{#atiharzula#}¦ <lex>Adj.</lex> {%hoch erfreut%} <ls>KATHĀS. 67,31</ls>.	sch	
atihelana	6-294-a	{#atihelana#}¦ <lex>n.</lex> {%grosse Verhöhnung, — Verspottung, — an den Tag gelegte Geringschätzung%} <ls>BHĀG. P. 3,14,37</ls>.	sch	
atihfzwa	1-285-b	{#atihfzwa#}¦ <lex>Adj.</lex> {%sehr erfreut%} <ls>DAŚAK. 72,5</ls>.	sch	
atijaWara	2-287-b	{#atijaWara#}¦ <lex>Adj.</lex> (<lex>f.</lex> {#A#}) {%sehr hart%} und — {%alt%} <ls>ŚIŚ. 4,29</ls>.	sch	
