dict	L	pc_page	pc_col	k1	k2	line	batch	batch_date	process	directive	tag_context	old	new
bor	6950	221		drinkable	drinkable	40084	batch_20260529	2026-05-29	bulk	new	div	{@DRINKABLE:@}¦ <div n="1">(1) {#peyaH#} ({#yA, yaM#}); </div><div n="1">(1) {#pAnIyaH#}	{@DRINKABLE:@}¦ <div n="1">(1) {#peyaH#} ({#yA, yaM#});</div><div n="1">(1) {#pAnIyaH#}
bor	6953	221		drip	drip	40100	batch_20260529	2026-05-29	bulk	new	div	{@DRIP@}¦ (subs.): <div n="I">I Dropping: {#pAtaH.#} </div><div n="I">II Eaves:	{@DRIP@}¦ (subs.): <div n="I">I Dropping: {#pAtaH.#}</div><div n="I">II Eaves:
bor	6955	221		drip	drip	40110	batch_20260529	2026-05-29	bulk	new	div	{@DRIP@}¦ (v. i.): <div n="1">(1) {#kzarati#} ({#kzar#}, c. 1.): </div><div n="1">(2) {#galati#}	{@DRIP@}¦ (v. i.): <div n="1">(1) {#kzarati#} ({#kzar#}, c. 1.):</div><div n="1">(2) {#galati#}
bor	6957	221		drive	drive	40119	batch_20260529	2026-05-29	bulk	new	div	{@DRIVE@}¦ (v. t.): <div n="I">I To impel: </div><div n="1">(1) {#prerayati#} ({#Ir#}, [Page222]	{@DRIVE@}¦ (v. t.): <div n="I">I To impel:</div><div n="1">(1) {#prerayati#} ({#Ir#}, [Page222]
bor	6957	221		drive	drive	40125	batch_20260529	2026-05-29	bulk	new	text	{%charioteer:%}</div> <div n="xs">{#sAraTisampraRunnaH#},</div> Ku. xvii. 10.; </div><div n="1">(3)	{%charioteer:%}</div> <div n="xs">{#sAraTisampraRunnaH#},</div> Ku. xvii. 10.;</div><div n="1">(3)
bor	6957	221		drive	drive	40129	batch_20260529	2026-05-29	bulk	new	text	{# pravahaRaM vAhaya#},</div> Mr. vi.; </div><div n="1">(5) {#cAlayati, pari-#}, (c. of	{# pravahaRaM vAhaya#},</div> Mr. vi.;</div><div n="1">(5) {#cAlayati, pari-#}, (c. of
bor	6957	221		drive	drive	40133	batch_20260529	2026-05-29	bulk	new	text	{%a nail:%}</div> <div n="xs">{#kIlaM praveSayati#}</div> (c. of {#viS#}). </div><div n="I">II To hunt:	{%a nail:%}</div> <div n="xs">{#kIlaM praveSayati#}</div> (c. of {#viS#}).</div><div n="I">II To hunt:
bor	6957	221		drive	drive	40134	batch_20260529	2026-05-29	bulk	new	text	q. v. </div><div n="I">III To follow, carry on: q. v. </div><div n="I">IV	q. v.</div><div n="I">III To follow, carry on: q. v.</div><div n="I">IV
bor	6958	222		drive	drive	40141	batch_20260529	2026-05-29	bulk	new	text	(I.) </div><div n="I">II To rush: q. v.: {#nizpatati#} ({#pat#}, c. 1.).</div>	(I.)</div><div n="I">II To rush: q. v.: {#nizpatati#} ({#pat#}, c. 1.).</div>
bor	6958	222		drive	drive	40143	batch_20260529	2026-05-29	bulk	new	text	{# calati:#} v. To go, move. </div><div n="I">IV To d. at:	{# calati:#} v. To go, move.</div><div n="I">IV To d. at:
bor	6959	222		drive away	drive away	40149	batch_20260529	2026-05-29	bulk	new	text	(= cast away); </div><div n="1">(2) {#nir-sArayati, apa-#}, (c. of	(= cast away);</div><div n="1">(2) {#nir-sArayati, apa-#}, (c. of
bor	6959	222		drive away	drive away	40150	batch_20260529	2026-05-29	bulk	new	text	{#sf#}); </div><div n="1">(3) {#nir-DUnoti, ava-, vi-#}, ({#DU#}, c. 5.)	{#sf#});</div><div n="1">(3) {#nir-DUnoti, ava-, vi-#}, ({#DU#}, c. 5.)
bor	6961	222		drive out	drive out	40160	batch_20260529	2026-05-29	bulk	new	text	banish; </div><div n="1">(2) {#niHsArayati#} (c. of {#sf#}), <div n="xe">{%drove the%}	banish;</div><div n="1">(2) {#niHsArayati#} (c. of {#sf#}), <div n="xe">{%drove the%}
bor	6961	222		drive out	drive out	40162	batch_20260529	2026-05-29	bulk	new	text	B.p.; </div><div n="1">(3) {#nirasyati#} ({#as#}, c. 4.): v. To dispel.</div>	B.p.;</div><div n="1">(3) {#nirasyati#} ({#as#}, c. 4.): v. To dispel.</div>
bor	6962	222		drive	drive	40168	batch_20260529	2026-05-29	bulk	new	text	{#nirgataH.#}</div> </div><div n="I">II A place for d.: {#raTyA#} (?).</div>	{#nirgataH.#}</div></div><div n="I">II A place for d.: {#raTyA#} (?).</div>
bor	6963	222		drivel	drivel	40172	batch_20260529	2026-05-29	bulk	new	div	{@DRIVEL@}¦ (subs.): <div n="I">I Slaver: {#lAlA.#} </div><div n="I">II Non-	{@DRIVEL@}¦ (subs.): <div n="I">I Slaver: {#lAlA.#}</div><div n="I">II Non-
bor	6965	222		driveller	driveller	40182	batch_20260529	2026-05-29	bulk	new	div	{@DRIVELLER:@}¦ <div n="I">I Lit.: {#lAlAsravaH.#} </div><div n="I">II Fig.: v.	{@DRIVELLER:@}¦ <div n="I">I Lit.: {#lAlAsravaH.#}</div><div n="I">II Fig.: v.
bor	6966	222		driver	driver	40188	batch_20260529	2026-05-29	bulk	new	text	Mr.; </div><div n="1">(2) {#yantf#} (m.) (= moderator: of	Mr.;</div><div n="1">(2) {#yantf#} (m.) (= moderator: of
bor	6970	222		droll	droll	40208	batch_20260529	2026-05-29	bulk	new	div	{@DROLL@}¦ (subs.): <div n="1">(1) {#vEhAsikaH#}; </div><div n="1">(2) {#maRqaH.#}</div>	{@DROLL@}¦ (subs.): <div n="1">(1) {#vEhAsikaH#};</div><div n="1">(2) {#maRqaH.#}</div>
bor	6973	222		drone	drone	40220	batch_20260529	2026-05-29	bulk	new	div	{@DRONE@}¦ (v.): <div n="I">I To idle, loiter: q. v. </div><div n="I">II To	{@DRONE@}¦ (v.): <div n="I">I To idle, loiter: q. v.</div><div n="I">II To
bor	6974	222		drone	drone	40226	batch_20260529	2026-05-29	bulk	new	text	{#maDukaraH.#} </div><div n="I">II An idler: q. v. </div><div n="I">III A noise: {#quNkutam.#}</div>	{#maDukaraH.#}</div><div n="I">II An idler: q. v.</div><div n="I">III A noise: {#quNkutam.#}</div>
bor	6976	222		droop	droop	40236	batch_20260529	2026-05-29	bulk	new	text	M. n. </div><div n="I">II To fade, decline: q. v.: </div><div n="1">(1)	M. n.</div><div n="I">II To fade, decline: q. v.:</div><div n="1">(1)
bor	6978	222		drop	drop	40246	batch_20260529	2026-05-29	bulk	new	div	{@DROP@}¦ (subs.): <div n="I">I A liquid globule: </div><div n="1">(1)	{@DROP@}¦ (subs.): <div n="I">I A liquid globule:</div><div n="1">(1)
bor	6978	222		drop	drop	40248	batch_20260529	2026-05-29	bulk	new	text	J.; </div><div n="1">(2) {#pfzat#} (n.) <div n="xe">{%or%}</div> <div n="xs">{#pfzataH#}</div> (rare). </div><div n="I">II The	J.;</div><div n="1">(2) {#pfzat#} (n.) <div n="xe">{%or%}</div> <div n="xs">{#pfzataH#}</div> (rare).</div><div n="I">II The
bor	6978	222		drop	drop	40249	batch_20260529	2026-05-29	bulk	new	text	smallest portion of a fluid; </div><div n="1">(1) {#kaRaH#}; </div><div n="1">(2)	smallest portion of a fluid;</div><div n="1">(1) {#kaRaH#};</div><div n="1">(2)
bor	6978	222		drop	drop	40251	batch_20260529	2026-05-29	bulk	new	text	{#SIkarasTagitaBUjAntaraH#},</div> Ki. </div><div n="I">III An ear-ring:	{#SIkarasTagitaBUjAntaraH#},</div> Ki.</div><div n="I">III An ear-ring:
bor	6979	222		drop	drop	40256	batch_20260529	2026-05-29	bulk	new	div	{@DROP@}¦ (v. t.): <div n="I">I To let fall in d. s: </div><div n="1">(1) {#kzarati#}	{@DROP@}¦ (v. t.): <div n="I">I To let fall in d. s:</div><div n="1">(1) {#kzarati#}
bor	6979	222		drop	drop	40258	batch_20260529	2026-05-29	bulk	new	text	{# kzarantaH#},</div> Ki.; </div><div n="1">(2) by subs., {%nectar-d. ping:%}	{# kzarantaH#},</div> Ki.;</div><div n="1">(2) by subs., {%nectar-d. ping:%}
bor	6979	222		drop	drop	40259	batch_20260529	2026-05-29	bulk	new	text	{#amftabinduniHsyandin#} (f. {#nI#}), K. </div><div n="I">II To let fall:	{#amftabinduniHsyandin#} (f. {#nI#}), K.</div><div n="I">II To let fall:
bor	6979	222		drop	drop	40261	batch_20260529	2026-05-29	bulk	new	text	{%dhaka:%}</div> <div n="xs">{#vEroDakasyopari nipAtanAya#},</div> Mu. </div><div n="I">III To	{%dhaka:%}</div> <div n="xs">{#vEroDakasyopari nipAtanAya#},</div> Mu.</div><div n="I">III To
bor	6979	222		drop	drop	40263	batch_20260529	2026-05-29	bulk	new	text	{#saMhniyatAmiyam#}, K. </div><div n="I">IV To communicate: q. v.</div>	{#saMhniyatAmiyam#}, K.</div><div n="I">IV To communicate: q. v.</div>
bor	6980	222		drop	drop	40273	batch_20260529	2026-05-29	bulk	new	text	Mah. </div><div n="I">III Fig.: to come out: q. v.:	Mah.</div><div n="I">III Fig.: to come out: q. v.:
bor	6980	222		drop	drop	40274	batch_20260529	2026-05-29	bulk	new	text	{#nir -eti#} ({#i#}, c. 2.). </div><div n="I">IV To cease: q. v.</div>	{#nir -eti#} ({#i#}, c. 2.).</div><div n="I">IV To cease: q. v.</div>
bor	6984	223		dross	dross	40292	batch_20260529	2026-05-29	bulk	new	div	{@DROSS:@}¦ <div n="I">I Of metals: {#maRqa#} (mn.). </div><div n="I">II Fig.:	{@DROSS:@}¦ <div n="I">I Of metals: {#maRqa#} (mn.).</div><div n="I">II Fig.:
bor	6986	223		drought	drought	40302	batch_20260529	2026-05-29	bulk	new	div	{@DROUGHT:@}¦ <div n="I">I Aridity: </div><div n="1">(1) {#anAvfzwiH#}; </div><div n="1">(2)	{@DROUGHT:@}¦ <div n="I">I Aridity:</div><div n="1">(1) {#anAvfzwiH#};</div><div n="1">(2)
bor	6986	223		drought	drought	40303	batch_20260529	2026-05-29	bulk	new	text	{#avagrahaH.#} </div><div n="I">II Thirst: q. v.</div>	{#avagrahaH.#}</div><div n="I">II Thirst: q. v.</div>
bor	6990	223		drown	drown	40320	batch_20260529	2026-05-29	bulk	new	text	(c. of {#plu#}). </div><div n="I">II To kill by immersion: </div><div n="1">(1)	(c. of {#plu#}).</div><div n="I">II To kill by immersion:</div><div n="1">(1)
bor	6990	223		drown	drown	40324	batch_20260529	2026-05-29	bulk	new	text	Ku. xvii. 15.; </div><div n="1">(2) {#jale majjayitvA vyApAdayati#}	Ku. xvii. 15.;</div><div n="1">(2) {#jale majjayitvA vyApAdayati#}
bor	6991	223		drowned	drowned	40333	batch_20260529	2026-05-29	bulk	new	text	{# tIramagamadvA na jAnAmi#},</div> D.; </div><div n="1">(2) by circumlo. </div><div n="I">II	{# tIramagamadvA na jAnAmi#},</div> D.;</div><div n="1">(2) by circumlo.</div><div n="I">II
bor	6993	223		drowsiness	drowsiness	40343	batch_20260529	2026-05-29	bulk	new	div	{@DROWSINESS:@}¦ <div n="I">I Lit.: </div><div n="1">(1) {#nidrA#} (= sleep),	{@DROWSINESS:@}¦ <div n="I">I Lit.:</div><div n="1">(1) {#nidrA#} (= sleep),
bor	6993	223		drowsiness	drowsiness	40344	batch_20260529	2026-05-29	bulk	new	text	<div n="xe">{%overcome with d.:%}</div> <div n="xs">{#nidrayABiBUtaH#};</div> </div><div n="1">(2) {#suzupsA:#} v.	<div n="xe">{%overcome with d.:%}</div> <div n="xs">{#nidrayABiBUtaH#};</div></div><div n="1">(2) {#suzupsA:#} v.
bor	6993	223		drowsiness	drowsiness	40345	batch_20260529	2026-05-29	bulk	new	text	Sleepiness. </div><div n="I">II Slothfulness: q. v.: {#Alasyam.#}</div>	Sleepiness.</div><div n="I">II Slothfulness: q. v.: {#Alasyam.#}</div>
bor	6994	223		drowsy	drowsy	40349	batch_20260529	2026-05-29	bulk	new	div	{@DROWSY:@}¦ <div n="I">I Sleepy: q. v.: {#nidrAlu#} (mn.). </div><div n="I">II	{@DROWSY:@}¦ <div n="I">I Sleepy: q. v.: {#nidrAlu#} (mn.).</div><div n="I">II
bor	6994	223		drowsy	drowsy	40350	batch_20260529	2026-05-29	bulk	new	text	Soporific: {#nidrAdaH#} ({#dA, daM#}) (?). </div><div n="I">III Dull,	Soporific: {#nidrAdaH#} ({#dA, daM#}) (?).</div><div n="I">III Dull,
bor	6996	223		drub	drub	40360	batch_20260529	2026-05-29	bulk	new	div	{@DRUB@}¦ (subs.): <div n="1">(1) {#yazwyaGAtaH:#} </div><div n="1">(2) {#laguqaprahAraH#};	{@DRUB@}¦ (subs.): <div n="1">(1) {#yazwyaGAtaH:#}</div><div n="1">(2) {#laguqaprahAraH#};
bor	7001	223		drug	drug	40385	batch_20260529	2026-05-29	bulk	new	div	{@DRUG@}¦ (v.): <div n="I">I Intrans: {#OzaDaM dadAti.#} </div><div n="I">II	{@DRUG@}¦ (v.): <div n="I">I Intrans: {#OzaDaM dadAti.#}</div><div n="I">II
bor	7003	223		druggist	druggist	40394	batch_20260529	2026-05-29	bulk	new	div	{@DRUGGIST:@}¦ <div n="1">(1) {#OzaDavikretf#} (m.) (?); </div><div n="1">(2) {#OzaDIya-#}	{@DRUGGIST:@}¦ <div n="1">(1) {#OzaDavikretf#} (m.) (?);</div><div n="1">(2) {#OzaDIya-#}
bor	7005	223		drum	drum	40403	batch_20260529	2026-05-29	bulk	new	div	{@DRUM@}¦ (subs.): <div n="1">(1) {#mfdaNgaH#}; </div><div n="1">(2) {#pawahaH#}; </div><div n="1">(3)	{@DRUM@}¦ (subs.): <div n="1">(1) {#mfdaNgaH#};</div><div n="1">(2) {#pawahaH#};</div><div n="1">(3)
bor	7005	223		drum	drum	40404	batch_20260529	2026-05-29	bulk	new	text	{#dunduBiH#}; </div><div n="1">(4) {#qiRqimaH#} (a small d.), {%beat the d.:%}	{#dunduBiH#};</div><div n="1">(4) {#qiRqimaH#} (a small d.), {%beat the d.:%}
bor	7006	223		drum	drum	40410	batch_20260529	2026-05-29	bulk	new	text	{#tAqayati#} ({#taq#}, c. 10.), etc. </div><div n="I">II To throb: {#kampate#}	{#tAqayati#} ({#taq#}, c. 10.), etc.</div><div n="I">II To throb: {#kampate#}
bor	7008	223		drummer	drummer	40419	batch_20260529	2026-05-29	bulk	new	div	{@DRUMMER:@}¦ <div n="1">(1) {#mArdaNgikaH#}; </div><div n="1">(2) {#pawahatAqakaH#}, and	{@DRUMMER:@}¦ <div n="1">(1) {#mArdaNgikaH#};</div><div n="1">(2) {#pawahatAqakaH#}, and
bor	7010	223		drunk	drunk	40431	batch_20260529	2026-05-29	bulk	new	text	Ni.; </div><div n="1">(2) {#madonmattaH#} ({#ttA, ttaM#}); </div><div n="1">(3) {#kzIvaH#} ({#vA, #}	Ni.;</div><div n="1">(2) {#madonmattaH#} ({#ttA, ttaM#});</div><div n="1">(3) {#kzIvaH#} ({#vA, #}
bor	7011	223		drunkard	drunkard	40438	batch_20260529	2026-05-29	bulk	new	div	{@DRUNKARD:@}¦ <div n="1">(1) {#surApaH#}; </div><div n="1">(2) {#madyapaH#}; </div><div n="1">(3) {#pAnapaH#},	{@DRUNKARD:@}¦ <div n="1">(1) {#surApaH#};</div><div n="1">(2) {#madyapaH#};</div><div n="1">(3) {#pAnapaH#},
bor	7011	223		drunkard	drunkard	40439	batch_20260529	2026-05-29	bulk	new	text	Mah.; </div><div n="1">(4) {#pAnaSORqaH#}, R.</div>	Mah.;</div><div n="1">(4) {#pAnaSORqaH#}, R.</div>
bor	7013	223		drunkenness	drunkenness	40448	batch_20260529	2026-05-29	bulk	new	div	{@DRUNKENNESS:@}¦ <div n="1">(1) {#mattatA#}; </div><div n="1">(2) {#madonmattatA#}; </div><div n="1">(3)	{@DRUNKENNESS:@}¦ <div n="1">(1) {#mattatA#};</div><div n="1">(2) {#madonmattatA#};</div><div n="1">(3)
bor	7013	223		drunkenness	drunkenness	40449	batch_20260529	2026-05-29	bulk	new	text	{#BadaH#}; </div><div n="1">(4) {#kzEvyaM#} <div n="xe">{%or%}</div> <div n="xs">{#kzIvatA#}</div> (rare).</div>	{#BadaH#};</div><div n="1">(4) {#kzEvyaM#} <div n="xe">{%or%}</div> <div n="xs">{#kzIvatA#}</div> (rare).</div>
bor	7014	223		dry	dry	40457	batch_20260529	2026-05-29	bulk	new	text	{%altercation:%}</div> <div n="xs">{#SuzkavigrahaH#},</div> B. p.; </div><div n="1">(2) {#pari-SuzkaH, #}	{%altercation:%}</div> <div n="xs">{#SuzkavigrahaH#},</div> B. p.;</div><div n="1">(2) {#pari-SuzkaH, #}
bor	7015	223		dry	dry	40465	batch_20260529	2026-05-29	bulk	new	text	{# karizyAmi#}, Mr. viii.: </div><div n="1">(2) {#Sozayati#} (c. of {#Suz#}),	{# karizyAmi#}, Mr. viii.:</div><div n="1">(2) {#Sozayati#} (c. of {#Suz#}),
bor	7026	224		duality	duality	40521	batch_20260529	2026-05-29	bulk	new	div	{@DUALITY:@}¦ <div n="1">(1) {#dvitvam#}; </div><div n="1">(2) {#dvEtam.#}</div>	{@DUALITY:@}¦ <div n="1">(1) {#dvitvam#};</div><div n="1">(2) {#dvEtam.#}</div>
bor	7027	224		dub	dub	40525	batch_20260529	2026-05-29	bulk	new	div	{@DUB@}¦ (v.): <div n="1">(1) {#karoti#} (= to make); </div><div n="1">(2)	{@DUB@}¦ (v.): <div n="1">(1) {#karoti#} (= to make);</div><div n="1">(2)
bor	7035	224		duck	duck	40558	batch_20260529	2026-05-29	bulk	new	div	{@DUCK@}¦ (subs.): <div n="I">I Lit.: </div><div n="1">(1) {#kAdambaH#}; </div><div n="1">(2)	{@DUCK@}¦ (subs.): <div n="I">I Lit.:</div><div n="1">(1) {#kAdambaH#};</div><div n="1">(2)
bor	7035	224		duck	duck	40559	batch_20260529	2026-05-29	bulk	new	text	{#kalahaMsaH.#} </div><div n="I">II A darling: {#jAtakaH#} (f. {#kA#}).</div>	{#kalahaMsaH.#}</div><div n="I">II A darling: {#jAtakaH#} (f. {#kA#}).</div>
bor	7037	224		ducker	ducker	40567	batch_20260529	2026-05-29	bulk	new	div	{@DUCKER:@}¦ <div n="I">I A plunger, diver: q. v. </div><div n="I">II A	{@DUCKER:@}¦ <div n="I">I A plunger, diver: q. v.</div><div n="I">II A
bor	7044	224		due	due	40596	batch_20260529	2026-05-29	bulk	new	div	{@DUE@}¦ (adj.): <div n="I">I Owed: </div><div n="1">(1) {#deyaH#} ({#yA, yaM#}) (= to	{@DUE@}¦ (adj.): <div n="I">I Owed:</div><div n="1">(1) {#deyaH#} ({#yA, yaM#}) (= to
bor	7044	224		due	due	40597	batch_20260529	2026-05-29	bulk	new	text	be given); </div><div n="1">(2) {#prApyaH#} ({#pyA, pyaM#}) (= to be	be given);</div><div n="1">(2) {#prApyaH#} ({#pyA, pyaM#}) (= to be
bor	7044	224		due	due	40598	batch_20260529	2026-05-29	bulk	new	text	received.) </div><div n="I">II Proper, fit: q. v.: {#upayuktaH#} ({#ktA, #}	received.)</div><div n="I">II Proper, fit: q. v.: {#upayuktaH#} ({#ktA, #}
bor	7044	224		due	due	40599	batch_20260529	2026-05-29	bulk	new	text	{# ktaM#}). </div><div n="I">III Owing: <div n="xe">{%the fall of rain is d. to its%}	{# ktaM#}).</div><div n="I">III Owing: <div n="xe">{%the fall of rain is d. to its%}
bor	7045	224		due	due	40606	batch_20260529	2026-05-29	bulk	new	div	{@DUE@}¦ (subs.): <div n="I">I Lit.: </div><div n="1">(1) {#deyam#}; </div><div n="1">(2) {#fRam#} (= debt).	{@DUE@}¦ (subs.): <div n="I">I Lit.:</div><div n="1">(1) {#deyam#};</div><div n="1">(2) {#fRam#} (= debt).
bor	7045	224		due	due	40608	batch_20260529	2026-05-29	bulk	new	text	Ought. </div><div n="I">II Right: q. v. </div><div n="I">III In pl., taxes:	Ought.</div><div n="I">II Right: q. v.</div><div n="I">III In pl., taxes:
bor	7046	224		duel	duel	40613	batch_20260529	2026-05-29	bulk	new	div	{@DUEL:@}¦ <div n="I">I Subs.: {#dvandvayudDam.#} </div><div n="I">II Verbs: {#dvandvayudDaM #}	{@DUEL:@}¦ <div n="I">I Subs.: {#dvandvayudDam.#}</div><div n="I">II Verbs: {#dvandvayudDaM #}
bor	7054	224		dull	dull	40646	batch_20260529	2026-05-29	bulk	new	div	{@DULL@}¦ (adj.): <div n="I">I Of intellect: </div><div n="1">(1) {#mandaH#} ({#ndA, #}	{@DULL@}¦ (adj.): <div n="I">I Of intellect:</div><div n="1">(1) {#mandaH#} ({#ndA, #}
bor	7054	224		dull	dull	40647	batch_20260529	2026-05-29	bulk	new	text	{# ndaM#}); </div><div n="1">(2) {#mUQa#} ({#QA, QaM#}) (= stupid). </div><div n="I">II Of	{# ndaM#});</div><div n="1">(2) {#mUQa#} ({#QA, QaM#}) (= stupid).</div><div n="I">II Of
bor	7054	224		dull	dull	40648	batch_20260529	2026-05-29	bulk	new	text	colours, etc.: </div><div n="1">(1) {#mandaH#} ({#ndA, ndaM#}); {%when the%}	colours, etc.:</div><div n="1">(1) {#mandaH#} ({#ndA, ndaM#}); {%when the%}
bor	7054	224		dull	dull	40650	batch_20260529	2026-05-29	bulk	new	text	{# mandakAntO#},</div> B.; </div><div n="1">(2) {#malinaH#} ({#nA, naM#}) (= dark).</div>	{# mandakAntO#},</div> B.;</div><div n="1">(2) {#malinaH#} ({#nA, naM#}) (= dark).</div>
bor	7054	224		dull	dull	40651	batch_20260529	2026-05-29	bulk	new	div	<div n="I">III Blunt: q. v.: {#nistejas#} (mfn.). </div><div n="I">IV Sad,	<div n="I">III Blunt: q. v.: {#nistejas#} (mfn.).</div><div n="I">IV Sad,
bor	7054	224		dull	dull	40652	batch_20260529	2026-05-29	bulk	new	text	melancholy: q. v.: {#vizaRRa#} (f. {#RRA#}). </div><div n="I">V Flat,	melancholy: q. v.: {#vizaRRa#} (f. {#RRA#}).</div><div n="I">V Flat,
bor	7054	224		dull	dull	40653	batch_20260529	2026-05-29	bulk	new	text	insipid: q. v.: {#arasaH#} ({#sA, saM#}). </div><div n="I">VI Heavy,	insipid: q. v.: {#arasaH#} ({#sA, saM#}).</div><div n="I">VI Heavy,
bor	7054	224		dull	dull	40654	batch_20260529	2026-05-29	bulk	new	text	insensible: q. v. </div><div n="I">VII Cloudy, dark: q. v.</div>	insensible: q. v.</div><div n="I">VII Cloudy, dark: q. v.</div>
bor	7055	224		dull	dull	40658	batch_20260529	2026-05-29	bulk	new	div	{@DULL@}¦ (v.): <div n="I">I To stupify: {#jaqIkaroti.#} </div><div n="I">II To	{@DULL@}¦ (v.): <div n="I">I To stupify: {#jaqIkaroti.#}</div><div n="I">II To
bor	7055	224		dull	dull	40659	batch_20260529	2026-05-29	bulk	new	text	blunt: {#kuRWIkaroti.#} </div><div n="I">III To obscure: {#malinI-#}	blunt: {#kuRWIkaroti.#}</div><div n="I">III To obscure: {#malinI-#}
bor	7055	224		dull	dull	40660	batch_20260529	2026-05-29	bulk	new	text	{#karoti.#} </div><div n="I">IV To depress: {#mlAnIkaroti.#}</div>	{#karoti.#}</div><div n="I">IV To depress: {#mlAnIkaroti.#}</div>
bor	7057	224		dull-brained	dull-brained	40669	batch_20260529	2026-05-29	bulk	new	text	{#Di#}), Ve.; </div><div n="1">(2) {#mandamati#} (mfn.), Pra.; </div><div n="1">(3) {#sTUla-#}	{#Di#}), Ve.;</div><div n="1">(2) {#mandamati#} (mfn.), Pra.;</div><div n="1">(3) {#sTUla-#}
bor	7058	224		dully	dully	40674	batch_20260529	2026-05-29	bulk	new	div	{@DULLY:@}¦ <div n="1">(1) {#mandam#} (= slowly); </div><div n="1">(2) {#nIrasam#} (= insi-	{@DULLY:@}¦ <div n="1">(1) {#mandam#} (= slowly);</div><div n="1">(2) {#nIrasam#} (= insi-
bor	7059	224		dulliness	dulliness	40680	batch_20260529	2026-05-29	bulk	new	div	<div n="1">(2) {#jAqyam#} (= stupidity); </div><div n="1">(3) {#nistejaskatA#}	<div n="1">(2) {#jAqyam#} (= stupidity);</div><div n="1">(3) {#nistejaskatA#}
bor	7059	224		dulliness	dulliness	40681	batch_20260529	2026-05-29	bulk	new	text	(= bluntness, drowsiness); </div><div n="1">(4) {#nIrasatA#}	(= bluntness, drowsiness);</div><div n="1">(4) {#nIrasatA#}
bor	7060	224		duly	duly	40686	batch_20260529	2026-05-29	bulk	new	div	{@DULY:@}¦ <div n="I">I Fitly.: q. v.: {#yaTAyaTam.#} </div><div n="I">II In proper	{@DULY:@}¦ <div n="I">I Fitly.: q. v.: {#yaTAyaTam.#}</div><div n="I">II In proper
bor	7061	224		dumb	dumb	40692	batch_20260529	2026-05-29	bulk	new	text	<div n="xe">{%deaf and d.:%}</div> <div n="xs">{#eqamUkaH#}</div> ({#kA, kaM#}); </div><div n="1">(2) {#jaqaH#} ({#qA, qaM#}):	<div n="xe">{%deaf and d.:%}</div> <div n="xs">{#eqamUkaH#}</div> ({#kA, kaM#});</div><div n="1">(2) {#jaqaH#} ({#qA, qaM#}):
bor	7063	225		dumbly	dumbly	40703	batch_20260529	2026-05-29	bulk	new	div	{@DUMBLY:@}¦ <div n="1">(1) {#mUkam#}; </div><div n="1">(2) {#niHSabdam#} (= silently).</div>	{@DUMBLY:@}¦ <div n="1">(1) {#mUkam#};</div><div n="1">(2) {#niHSabdam#} (= silently).</div>
bor	7064	225		dumbness	dumbness	40707	batch_20260529	2026-05-29	bulk	new	div	{@DUMBNESS:@}¦ <div n="1">(1) {#mUkatA#}; </div><div n="1">(2) {#mOkyam#} (rare).</div>	{@DUMBNESS:@}¦ <div n="1">(1) {#mUkatA#};</div><div n="1">(2) {#mOkyam#} (rare).</div>
bor	7071	225		dun	dun	40738	batch_20260529	2026-05-29	bulk	new	div	{@DUN@}¦ (adj.): <div n="I">I Swarthy: {#kapiSaH#} ({#SA, SaM#}). </div><div n="I">II	{@DUN@}¦ (adj.): <div n="I">I Swarthy: {#kapiSaH#} ({#SA, SaM#}).</div><div n="I">II
bor	7072	225		dun	dun	40743	batch_20260529	2026-05-29	bulk	new	div	{@DUN:@}¦ (subs.): <div n="I">I A demand: {#prArTanA.#} </div><div n="I">II One	{@DUN:@}¦ (subs.): <div n="I">I A demand: {#prArTanA.#}</div><div n="I">II One
bor	7075	225		dung	dung	40757	batch_20260529	2026-05-29	bulk	new	div	{@DUNG@}¦ (subs.): <div n="1">(1) {#vizWA#}; </div><div n="1">(2) {#purIzam#}; </div><div n="1">(3) {#malam#};</div>	{@DUNG@}¦ (subs.): <div n="1">(1) {#vizWA#};</div><div n="1">(2) {#purIzam#};</div><div n="1">(3) {#malam#};</div>
bor	7076	225		dung	dung	40762	batch_20260529	2026-05-29	bulk	new	div	{@DUNG@}¦ (v.): <div n="I">I To void excrement: </div><div n="1">(1) {#guvati#}	{@DUNG@}¦ (v.): <div n="I">I To void excrement:</div><div n="1">(1) {#guvati#}
bor	7076	225		dung	dung	40763	batch_20260529	2026-05-29	bulk	new	text	({#gu#}, c. 6.); </div><div n="1">(2) {#hadate#} ({#had#}, c. 1.). </div><div n="I">II To	({#gu#}, c. 6.);</div><div n="1">(2) {#hadate#} ({#had#}, c. 1.).</div><div n="I">II To
bor	7078	225		dung-hill	dung-hill	40773	batch_20260529	2026-05-29	bulk	new	text	com. s. </div><div n="I">II As a term of reproach: {#nIca-#}	com. s.</div><div n="I">II As a term of reproach: {#nIca-#}
bor	7086	225		durability	durability	40808	batch_20260529	2026-05-29	bulk	new	div	{@DURABILITY:@}¦ <div n="1">(1) {#sTAyitvam#}; </div><div n="1">(2) {#sTiratA#}; </div><div n="1">(3)	{@DURABILITY:@}¦ <div n="1">(1) {#sTAyitvam#};</div><div n="1">(2) {#sTiratA#};</div><div n="1">(3)
